id,created_at,api_key_id,oauth_grant_id,user_agent,method,endpoint,response_status
41a8eccb-f679-4735-8aeb-9625e07a3b01,2026-07-07 16:37:56.067228+00,03719075-f06f-4f6f-ab41-2fe711ea3433,,python-requests/2.33.0,GET,/emails/0,401
c557a5bf-3c9e-49c6-b20a-414400006696,2026-07-08 16:45:27.398343+00,03719075-f06f-4f6f-ab41-2fe711ea3433,,python-requests/2.33.0,GET,/emails/0,401
e0070a5f-46e5-4fc5-9cd6-dc512d9dfc43,2026-07-08 23:25:21.796991+00,a03488e4-fe88-44d5-9295-bd80b06d2d56,,curl/8.16.0,GET,/domains,401
369eabd2-cb88-4dcb-b747-c89f9388c340,2026-07-08 23:25:22.215995+00,a03488e4-fe88-44d5-9295-bd80b06d2d56,,curl/8.16.0,GET,/api-keys,401
dccd0a65-837c-4e14-925d-0347725c39ab,2026-07-08 23:30:08.554459+00,a03488e4-fe88-44d5-9295-bd80b06d2d56,,curl/8.16.0,POST,/emails,200
3ae301e9-ae60-4a70-b9eb-671e67d7ac19,2026-07-08 23:31:56.686731+00,a03488e4-fe88-44d5-9295-bd80b06d2d56,,curl/8.16.0,POST,/emails,200
2ef9897f-9c5f-41db-b147-d8b21931e3ba,2026-07-08 23:35:22.816745+00,a03488e4-fe88-44d5-9295-bd80b06d2d56,,curl/8.16.0,GET,/emails/42a75b8a-8a0a-49e5-a27f-dada7061b160,401
7d7550fe-755e-443a-a059-df321e0f87b3,2026-07-08 23:35:23.146877+00,a03488e4-fe88-44d5-9295-bd80b06d2d56,,curl/8.16.0,GET,/emails,401
84728f69-5835-4fca-9dfd-13b8e340ff80,2026-07-08 23:36:24.075674+00,03719075-f06f-4f6f-ab41-2fe711ea3433,,curl/8.16.0,POST,/emails,200
